Name,Vessel type,MMSI,IMO,Beneficial Owner,Registered Owner,Class,Builder,Operator,Technical Manager
JM Aries,SMALL CHEMICAL TNKR,374974000,9166962,Sweet Dream,SWEET DREAM CO LTD,OMCS,Usuki Zosensho,Sweet Dream,Hongkong Hanxing International Holding
JM Motor No 1,SMALL CLEAN TNKR (Chemical / Product),352827000,8007626,Unknown UAE,MAKINEHCHI J,,Daedong,Unknown UAE,Unknown UAE
JM Scorpio,SMALL CLEAN TNKR (Chemical / Product),357057000,9186273,Jimmei Trade,JIMMEI TRADE CO LTD,OMCS,Samho Tongyoung,Jimmei Trade,Jimmei Trade
JM Sutera 1,SMALL CLEAN TNKR (Chemical / Product),533060900,9434084,Jasa Merin,JASA MERIN LABUAN PLC,BV,Boustead Penang Shipyard,Jasa Merin,Chemikalien Seetransport
JM Sutera 2,SMALL CLEAN TNKR (Chemical / Product),533061200,9434096,Jasa Merin,JASA MERIN LABUAN PLC,BV,Boustead Penang Shipyard,Jasa Merin,Chemikalien Seetransport
JM Sutera 3,SMALL CLEAN TNKR (Chemical / Product),533061100,9434101,Jasa Merin,JASA MERIN LABUAN PLC,BV,Boustead Penang Shipyard,Jasa Merin,Chemikalien Seetransport
JM Sutera 8,SMALL CLEAN TNKR (Chemical / Product),533131066,9846990,Jasa Merin,M&G SUTERA 8 SDN BHD,BV,Muhibbah Marine Engineering,Jasa Merin,Chemikalien Seetransport
JM Sutera 9,SMALL CLEAN TNKR,533132217,9892468,Jasa Merin,JASA MERIN MALAYSIA SDN BHD,BV,Muhibbah Marine Engineering,Jasa Merin,Jasa Merin
JN Camellia,SMALL CLEAN TNKR (Chemical / Product),440134000,9457830,Fortune Marine,J& SHIPPING CO LTD,KRS,STX Offshore,Fortune Marine,Fortune Marine
JN Emerald,SMALL CLEAN TNKR (Chemical / Product),441890000,9405643,Fortune Marine,J& SHIPPING CO LTD,KRS,Dong Bang,Fortune Marine,NJSM Co
JN Iris,SMALL CLEAN TNKR (Chemical / Product),440187000,9451393,Fortune Marine,J& SHIPPING CO LTD,KRS,STX Offshore,Fortune Marine,NJSM Co
JN Neptune,SMALL CHEMICAL TNKR,441375000,9363807,Fortune Marine,J& SHIPPING CO LTD,KRS,Usuki Zosensho,Fortune Marine,NJSM Co
JN Ruby,SMALL CHEMICAL TNKR,440369000,9611773,Fortune Marine,JN TANKER CO LTD,KRS,Higaki Zosen Koura,Fortune Marine,NJSM Co
Joah,SMALL CLEAN TNKR (Inland),,1013200,Undisclosed,,,Unknown Yard,Undisclosed,Undisclosed
Joanna,J19 STAINLESS STEEL,477866900,9279111,Yanchen International Group Ltd,XINGHANG INTERNATIONAL GROUP,NKK,Kitanihon Zosen,Yanchen International Group Ltd,Yanchen International Group Ltd
Joao Candido,SUEZMAX TNKR,710234000,9453315,Transpetro,TRANSPETRO,ABS,Estaleiro Atlantico Sul,Transpetro,Transpetro
Joaquino Eliezer,SMALL CLEAN TNKR,525501513,9175755,Margo Indonesia Services,MARGO INDONESIA SERVICE TAMA,withdrawn from KRS,Asakawa,Margo Indonesia Services,Jie Sheng Ship Management
Jobskade,SMALL CLEAN TNKR (Inland),244670190,8337588,Jobskade Rederij,JOBSKADE REDERIJ,,Unknown Yard,Jobskade Rederij,Jobskade Rederij
Jocelyn Glory,MR2 TNKR (Chemical / Product),538010354,9952933,Sinokor,TEXAS MARITIME 1 SA,ABS/KRS,K Shipbuilding,ExxonMobil,Fleet Management Ltd
Joe 1,SMALL CLEAN TNKR (Bunkering),450463000,9140994,Mar JT,J T MAR SARL,IS,Unknown Yard Egypt,Mar JT,Mar JT
Joei Maru No 2,SMALL CLEAN TNKR,,9939735,Undisclosed,JOEI MARINE YK,Other,Miura Zosensho,Undisclosed,Undisclosed
Joffa,SMALL DIRTY TNKR,667001395,8513405,Joffa Trade International,JOFFA TRADE INTERNATIONAL CO,withdrawn from Non IACS,Shin Kurushima Hiroshima Dockyard,Joffa Trade International,Joffa Trade International
Johann Essberger,SMALL CHEMICAL TNKR,255804460,9480980,Essberger Tankers,JOHANN ESSBERGER TANKREEDEREI,BV/LRS,Eregli,E&S Tankers,John T Essberger Dry Cargo
Johannes,SMALL CLEAN TNKR (Inland),244660478,9309083,Undisclosed,JOHANNES SCHEEPVAART BV,LRS,Santierul Naval Severnav Main Yard,Undisclosed,Undisclosed
Johar,AFRAMAX TNKR,,7917393,Pakistan National Shipping Corp,,withdrawn from BV,ASTANO,Pakistan National Shipping Corp,Pakistan National Shipping Corp
John Augustus Essberger,SMALL CHEMICAL TNKR,255806060,9404364,Essberger Tankers,JOHN AUGUSTUS ESSBERGER,DNV,Tuzla Gemi,E&S Tankers,John T Essberger Dry Cargo
John Caine,SMALL CLEAN TNKR,525019550,9045431,Andhika Lines,ATAMIMI GROUP OF COMPANIES,withdrawn from NKK,Imabari,Andhika Lines,Andhika Lines
John Caine 2,SMALL DIRTY TNKR,525006010,9164873,Andhika Lines,ATAMIMI GROUP OF COMPANIES,BKI,Hanjin Heavy Ind,Andhika Lines,Andhika Lines
John T Essberger,SMALL CHEMICAL TNKR,255891000,9939797,Essberger Tankers,JOHN T ESSBERGER TANKREEDEREI,DNV,China Merchants Jinling Shipyard,E&S Tankers,Essberger Tankers
Johnny I,SMALL CHEMICAL TNKR,,7218553,Undisclosed,,,Uddevallavarvet,Undisclosed,Undisclosed
Johnny Ranger,MR2 TNKR (Chemical / Product),636021509,9388209,Dexter Navigation,SIGMA SEAWAYS SA,RINA,STX Offshore,Dexter Navigation,Genoa Maritime
Johnny Traveller,MR2 TNKR (Chemical / Product),636019062,9265861,Dexter Navigation,DELTA SEATRADING SA,RINA,STX Offshore,Champion Tankers AS,Genoa Maritime
Joint Luck,SMALL CLEAN TNKR (Bunkering),667001973,8700395,Sino Marine,BRAVO X SHIPPING LTD,withdrawn from SL,Fukuoka,Sino Marine,Hongkong Hanxing International Holding
Joinville 1,SMALL CLEAN TNKR,422541300,9046071,Elegant Ship Management,UNIQUE FIDELITY LTD,NKK,Sembawang,Elegant Ship Management,Marian Ship Management
Jolanda,SMALL CLEAN TNKR (Inland),244710652,9267895,Jolanda Tankvaart,JOLANDA TANKVAART,,Centromost,Jolanda Tankvaart,Jolanda Tankvaart
Jolanda II,SMALL CLEAN TNKR (Inland),244710316,8775106,Maiden BV,WTS WERTHEIMER TANKSCHIFFFAHRT,LRS,Centromost,Maiden BV,Maiden BV
Jomaas,SMALL CHEMICAL TNKR,,7002497,Unknown Greek,,RP,Moss Rosenberg,Unknown Greek,Unknown Greek
Joran,SMALL CLEAN TNKR (Chemical / Product),,7033745,Undisclosed,,RINA,STX Finland,Undisclosed,Undisclosed
Joran Secondo,SMALL CLEAN TNKR (Chemical / Product),,7043415,Undisclosed,,RINA,STX Finland,Undisclosed,Undisclosed
Jordan Nikolov,POST PANAMAX TNKR (Dirty),,6826717,Unknown Chinese,,,IHI,Unknown Chinese,Unknown Chinese
Jorg Deymann,SMALL CLEAN TNKR (Inland),244770476,8336209,Unknown Dutch,ULEKRITE CV,,Unknown Yard,Unknown Dutch,Unknown Dutch
Joropo,MR2 TNKR,538009758,9380087,Spring Marine Management,JOROPO SHIPPING CO,NKK,Onomichi Dockyard,Spring Marine Management,Spring Marine Management
Jose Aiub,SMALL CLEAN TNKR,710251000,7801738,Navemazonia Navegacao,NAVEMAZONIA NAVEGACAO LTDA,ABS,IVI Ishibras,Navemazonia Navegacao,Navemazonia Navegacao
Jose Alencar,MR2 TNKR (Chemical / Product),710015170,9489924,Transpetro,TRANSPETRO,LRS,Maua Jurong,Transpetro,Transpetro
Jose Breeze,SMALL CHEMICAL TNKR,,8125739,Kokuka Sangyo,V&K OCEAN SA,NKK,Kurinoura Dock,Kokuka Sangyo,Kokuka Sangyo
Jose do Patrocinio,SUEZMAX TNKR,710025780,9453860,Transpetro,TRANSPETRO,ABS,Estaleiro Atlantico Sul,Transpetro,Transpetro
Jose Maria Morelos 2,MR2 TNKR (Chemical / Product),345200002,9396086,Pemex,"PEMEX LOGISTICA, TRANSPORTE",ABS,Hyundai Mipo,Pemex,Pemex
Jose Maria Sobral,SMALL CLEAN TNKR (Bunkering),701999345,7108588,Naviera Sur Petrolera SA,SUR PETROLERA NAVIERA,,Burton Shipyard,Naviera Sur Petrolera SA,Naviera Sur Petrolera SA
Jose Progress,MR2 TNKR (Chemical / Product),355209000,9392391,Kokuka Sangyo,VIGOROUS & KSK PANAMA SA,NKK,Shin Kurushima Onishi,Kokuka Sangyo,Bernhard Schulte Shipmanagement
Josefin,SMALL CLEAN TNKR (Inland),211522820,8336974,Jaegers Reederei GmbH,MK VERWALTUNGS KG,,Wis Marine,Jaegers Reederei GmbH,Jaegers Reederei GmbH
Joseph,SMALL CLEAN TNKR,,7714856,Ao Thai Supply and Service,AO THAI SUPPLY & SERVICE CO,Other,Sasaki,Ao Thai Supply and Service,Ao Thai Supply and Service
Josephine V,SMALL CHEMICAL TNKR,525020016,7620811,Multi Trans Line,MULTI TRANS LINE PT,BKI,Honda Zosen,Multi Trans Line,Multi Trans Line
Joud 1,MR1 TNKR,511011030,8419013,Joud Energy Co,HIBATALLAH PETROLEUM INC,nonIACS,Onomichi Dockyard,Joud Energy Co,Joud Energy Co
Jouri,LIVESTOCK,352898680,9174775,Safe Sea Services Sarl,ETAB SHIPPING SA,IRS,Shin Kurushima Hiroshima Dockyard,Safe Sea Services Sarl,Safe Sea Services Sarl
Jowi,SMALL CLEAN TNKR (Inland),244620628,9517173,Unibarge,UNIBARGE BV,,Jiangsu Guoxin,Unibarge,Unibarge
Joy 120,SMALL CLEAN TNKR,,9917323,Grupo Pacifica,GRUPO PACIFICA INC,,Philippine Trigon Shipyard Corp,Grupo Pacifica,Grupo Pacifica
Joy 300,SMALL CLEAN TNKR,548357500,9869461,Grupo Pacifica,GRUPO PACIFICA INC,Other,Philippine Trigon Shipyard Corp,Grupo Pacifica,Grupo Pacifica
Joy Chemist,SMALL CHEMICAL TNKR,353904000,9415038,BOT Lease,KS JOY SHIPPING SA,KRS,Shitanoe Zosen,KSS Line,KSS Line
Joy Glory,SMALL CLEAN TNKR,339301420,1032672,Zhoushan Hengsheng Shipping,ZHOUSHAN HENGSHENG SHIPPING CO,,Beilun Kangda,Zhoushan Hengsheng Shipping,HK Jinyang
Joy Mar,SMALL CLEAN TNKR,730152532,9816177,Undisclosed,Angulo Sinisterra LA,,Unknown Yard,Undisclosed,Undisclosed
Joyce,MR2 TNKR,538007197,9338814,Product Shipping and Trading,GALATEA SHIPPING CORPMAI,BV,Onomichi Dockyard,Product Shipping and Trading,Product Shipping and Trading
Joystar,SMALL CLEAN TNKR (Bunkering),657470000,6828820,Akoto Ventures Nigeria Ltd,AKOTO VENTURES NIGERIA LTD,,Danyard,Akoto Ventures Nigeria Ltd,Akoto Ventures Nigeria Ltd
JS Abundance,SMALL CLEAN TNKR,657169000,6923254,JS Shipping and Trading,JS SHIPPING & TRADING CO LTD,suspended from LRS,Factorias Juliana,JS Shipping and Trading,JS Shipping and Trading
JS Amazing,SMALL CLEAN TNKR,657525000,7304443,Equitorial Energy,EQUITORIAL ENERGY,GL,Falkenbergs,Equitorial Energy,Equitorial Energy
JS Gratitude,SMALL CLEAN TNKR (Bunkering),657249300,9100114,JS Shipping and Trading,JS SHIPPING & TRADING CO LTD,withdrawn from DNV GL,Barkmeijer,JS Shipping and Trading,JS Shipping and Trading
JS Jiangyin,SMALL DIRTY TNKR (Asphalt),440007000,9796028,JiSung Shipping,JISUNG ENERGY CO LTD,KRS,Jiangsu Sanfeng,JiSung Shipping,JiSung Shipping
JS Onsan,SMALL DIRTY TNKR (Asphalt),441968000,9657519,JiSung Shipping,JISUNG SHIPPING CO LTD,KRS,Zhejiang Changhong,JiSung Shipping,JiSung Shipping
Ju Won,SMALL CLEAN TNKR,,7351630,Morlap Shipping,BRILA ENERGY LTD,,Cantieri Riuniti dell Adriatico,Morlap Shipping,Morlap Shipping
Judith,SMALL CLEAN TNKR (Inland),211626510,8335839,Maintank,STRASSBURGER SCHIFFFAHRT GMBH,Other,GS Yard,Maintank,Maintank
Judy,SMALL CLEAN TNKR,677052200,9157052,Undisclosed,INTERNATIONAL STAR PETROLEUM,withdrawn from KRS,Samho Tongyoung,Undisclosed,Livadia Tanker
Judy 2,SMALL CLEAN TNKR,533000088,8909783,Victory Supply Sdn,PLATINUM SECTOR SDN BHD,Other,Mukaishima Zoki,Victory Supply Sdn,Victory Supply Sdn
Juice Express,SMALL CLEAN TNKR (Chemical / Product),636017922,9812456,Seatrade Groningen,JUICE EXPRESS SHIPPING CO NV,BV,Guangxin Shipbuilding,Seatrade Groningen,Seatrade Groningen
Jukyeng No 15,SMALL CLEAN TNKR,440120300,9137064,Samhan Shipping,SAMHAN SHIPPING CO LTD,withdrawn from KRS,Hanpo,Samhan Shipping,Samhan Shipping
Julfa,SMALL CLEAN TNKR,423327100,9564633,Azerbaijan Caspian Shipping,AZERBAIJAN CASPIAN SHIPPING,RMRS,Krasnoye Sormovo,Azerbaijan Caspian Shipping,Azerbaijan Caspian Shipping
Juli,SMALL CLEAN TNKR (Bunkering),626178000,8903557,Akron Trade and Transport,SOMERVILLE NAVIGATION,RINA,UDL,Akron Trade and Transport,Akron Trade and Transport
Julia,SMALL CLEAN TNKR,244070891,1038913,Undisclosed,MULTITANK BV,LRS,Unknown Yard,Undisclosed,Undisclosed
Julia 1,SMALL CLEAN TNKR,525014064,9182837,Layar Sentosa Shipping Corp,LAYAR SENTOSA SHIPPING CORP,ABS,Malaysia Shipyard and Engineering,Layar Sentosa Shipping Corp,Bumi Shipmanagement
Julia AK,LIVESTOCK,450485000,7434949,Talia Shipping Line,TALIA SHIPPING LINE CO SARL,INSB,Neue Brand,Talia Shipping Line,Talia Shipping Line
Julia LS,LIVESTOCK,677021400,7901693,MGM Marine Shipping,TAMAR SHIPPING LTD,nonIACS,Ast Balenciaga,MGM Marine Shipping,MGM Marine Shipping
Julia Theresa,SMALL CHEMICAL TNKR,256923000,9837573,Christiania Shipping AS,CHRISTIANIA SHIPPING A/S,DNV,Usuki Zosensho,Christiania Shipping AS,Suntech Maritime
Julianto Moeliodihardjo,SMALL CLEAN TNKR (Chemical / Product),525018005,8200668,Pupuk Indonesia Persero,PUPUK INDONESIA PERSERO PT,nonIACS,Dae Sun,Pupuk Indonesia Persero,Pupuk Indonesia Persero
Julie Marine,SMALL CLEAN TNKR,525015055,8504454,Milta Lintas Samudera,MILTA LINTAS SAMUDERA,BKI,Kishigami Zosen,Milta Lintas Samudera,Milta Lintas Samudera
Julien M,SMALL CLEAN TNKR (Inland),226009040,8336792,Unknown French,MAHIEU SAS,,Unknown Yard,Unknown French,Unknown French
Juliet,SMALL CLEAN TNKR,620999046,9140853,Jessica Shipping,JESSICA SHIPPING CO SA,withdrawn from RINA,Union Naval,Jessica Shipping,Jessica Shipping
Julio A,SMALL CLEAN TNKR (Chemical / Product),701124000,9452816,National Shipping SA,NATIONAL SHIPPING SA,LRS,STX Offshore,National Shipping SA,National Shipping SA
Julius Caesar,VLCC,538009643,9912244,CMB Financial Leasing,SEA 268 LEASING CO LTD,DNV,Hyundai Heavy Ind Ulsan Shipyard,Trafigura Beheer BV,Central Mare
Julvinda,SMALL CLEAN TNKR (Bunkering),525024257,9755878,Mitsi Citra Mandiri,MITHA SAMUDERA WIJAYA PT,BKI,Bandar Victory,Mitsi Citra Mandiri,Mitsi Citra Mandiri
Juma,SMALL CLEAN TNKR (Bunkering),563856000,9767912,Global Energy Group,GEAJULIET PTE LTD,NKK,Rizhao Kingda Shipbuilding Heavy Industries,Global Energy Group,Stellar Shipmanagement Services
Jumbo,SUEZMAX TNKR,352005093,9290335,Rahad Maritime Corp,RAHAD MARITIME CORP,IRS,Hyundai Heavy Ind Ulsan Shipyard,Rahad Maritime Corp,Lu Gu Hu Shipmanagement
Jumbo Challenger,HEAVY LIFT (Semi Submersible),,8110887,Undisclosed,,LRS,YVC Ysselwerf,Undisclosed,Undisclosed
Jumbo VII,SMALL CLEAN TNKR,677096900,8419051,Khor Al Zubair Shipping,ES OASIS MARINE INC,withdrawn from KRS,Shin Kurushima Hashihama,Khor Al Zubair Shipping,Khor Al Zubair Shipping
Jun Bai 56,SMALL CLEAN TNKR,413560160,1059008,Shanghai Qianghui Shipping,SHANGHAI QIANGHUI SHIPPING CO,,Tai Tong,Shanghai Qianghui Shipping,Shanghai Qianghui Shipping
Jun Hua You 37,SMALL CLEAN TNKR,413402260,1064510,Undisclosed,ZHOUSHAN JUNHUA SHIPPING CO,ZC,Linhai Jianghai Shipbuilding Co,Undisclosed,Undisclosed
Jun Hua You 66,SMALL CLEAN TNKR,412437490,1075820,Undisclosed,ZHOUSHAN JUNHUA SHIPPING CO,ZC,Zhejiang Fusen Shipbuilding,Undisclosed,Undisclosed
Jun Ma,MR1 TNKR (Chemical / Product),677020400,9353113,Elizario Shipping Inc,ELIZARIO SHIPPING INC,suspended from IRS,Hyundai Mipo,LTA Shipping FZCO,Elizario Shipping Inc
June Luck,SMALL DIRTY TNKR,667002027,9078141,Morning On Corp,MORNING ON CORP LTD,withdrawn from BKI,Hakata Zosen,Morning On Corp,Morning On Corp
Juneau,AFRAMAX TNKR,,7366295,Unknown USA,,ABS,Baltimore Marine Industries,Unknown USA,Unknown USA
Juneyao Maru I,SMALL CLEAN TNKR,525021181,9673719,Mitsi Citra Mandiri,MITSI CITRA MANDIRI PT,BKI,Huangbai,Mitsi Citra Mandiri,Mitsi Citra Mandiri
Juneyao Maru II,SMALL CLEAN TNKR,525021182,9673721,Mitsi Citra Mandiri,MITSI CITRA MANDIRI PT,BKI,Huangbai,Mitsi Citra Mandiri,Mitsi Citra Mandiri
Juneyao Maru III,SMALL CLEAN TNKR,525018279,9711200,Jasindo Jaya Pacific,JASINDO JAYA PACIFIC PT,BKI,Shengmao Shipyard,Jasindo Jaya Pacific,Jasindo Jaya Pacific
Juneyao Maru IV,SMALL CLEAN TNKR,525018280,9711212,Jasindo Jaya Pacific,JASINDO JAYA PACIFIC PT,BKI,Shengmao Shipyard,Jasindo Jaya Pacific,Jasindo Jaya Pacific
Juneyao Maru V,SMALL CLEAN TNKR,525003328,9760897,Jasindo Jaya Pacific,JASINDO JAYA PACIFIC PT,BKI,Shengmao Shipyard,Jasindo Jaya Pacific,Jasindo Jaya Pacific
Juneyao Maru VI,SMALL CLEAN TNKR,525003329,9760902,Jasindo Jaya Pacific,JASINDO JAYA PACIFIC PT,nonIACS,Shengmao Shipyard,Jasindo Jaya Pacific,Jasindo Jaya Pacific
Jungeun,SMALL CLEAN TNKR,,9109627,Kwanghoon Shipping,KWANGHOON SHIPPING CO LTD,,Ura Kyodo,Kwanghoon Shipping,Kwanghoon Shipping
Junia,AFRAMAX TNKR,629009474,9293155,Eastern Euro Ship Management,ALTIMA INC,ABS,Hyundai Heavy Ind Ulsan Shipyard,Eastern Euro Ship Management,Eastern Euro Ship Management
Juno Marie,SMALL CLEAN TNKR,316031432,9301641,Shell Trading and Shipping Co,SHELL CANADA LTD,LRS,Miura Zosensho,Shell Trading and Shipping Co,Transport Desgagnes
Jupiter,SMALL DIRTY TNKR (Asphalt),533131093,9087611,Pentas Flora Maritime,PENTAS FLORA ALPHA SDN BHD,Other,Hakata Zosen,Pentas Flora Maritime,FZL Marine Resources
Jupiter,MR2 TNKR (Chemical / Product),572740210,9185487,Raffles Shipping Group,ISABELLA SHIPPING CO PTE LTD,BV,Sanoyas,Raffles Shipping Group,Raffles Shipping Group
Jupiter,MR2 TNKR (Chemical / Product),314931000,9397535,Sovcomflot,NERIO MARINE INC,IRS,STX Offshore,Sovcomflot,Thunder Shipmanagement
Jupiter,SMALL CLEAN TNKR (Inland),253242295,9921166,Bamalite,BAMALITE SA,,Santierul Naval Severnav Main Yard,Bamalite,Bamalite
Jupiter I,SMALL CLEAN TNKR,273253180,9599341,Oceanedge Engineering Fze,OCEANEDGE ENGINEERING FZE,RINA,Krasnoye Sormovo,Oceanedge Engineering Fze,Oceanedge Engineering Fze
Jupiter Star,MR2 TNKR (Chemical / Product),636020504,9919632,Benelux Overseas,JUPITER SHIPHOLDING LTD,ABS,Hyundai Mipo,Champion Tankers AS,Zeus Lines Management
Jussara,SMALL CLEAN TNKR,,5422667,Undisclosed,,,STX Finland,Undisclosed,Undisclosed
Justine,SMALL CLEAN TNKR (Inland),211729530,9304837,Normannia Beteiligungs,NORMANNIA BETEILIGUNGS GMBH,,Kuznia na Rybalskomu,Normannia Beteiligungs,Normannia Beteiligungs
Jutlandia Swan,SMALL CHEMICAL TNKR,256446000,9736638,Uni Tankers AS,UNIVESSELS APS,NKK,Kurinoura Dock,Uni Tankers AS,Executive Ship Management
Jutter,SMALL CLEAN TNKR (Inland),244710460,9061942,Unknown Dutch,ROGER VEEN TANKVAART,LRS,Barkmeijer,Unknown Dutch,Unknown Dutch
JW Jewel,SMALL CLEAN TNKR,564218000,9402964,Far East Shipping & Trading,FAR EAST SHIPPING & TRDG PTE,withdrawn from NKK,Sanuki,Far East Shipping & Trading,Wise Marine Pte
Jyohou Maru,SMALL CLEAN TNKR,431003435,9634866,Matsuda Kaiun,MATSUDA KAIUN KK  TOKUSHIMA,NKK,Sasaki,Showa Nittan Corp,Matsuda Kaiun
K Bilgin,SMALL CLEAN TNKR (Chemical / Product),,7037210,Halikarnas Gemi Sanayi ve Liman Isletmeciligi,TANKER DENIZCILIK AS,RINA,Rodriquez,Halikarnas Gemi Sanayi ve Liman Isletmeciligi,Halikarnas Gemi Sanayi ve Liman Isletmeciligi
K inset,SMALL CLEAN TNKR (Chemical / Product),636022086,9311634,Chemfleet,TTANKER LTD,suspended from DNV,Samho Tongyoung,Chemfleet,Chemfleet
K Offset,SMALL CLEAN TNKR (Chemical / Product),636023080,9520261,Chemfleet,TENET SHIPPING LTD,NKK,Nakatani,Chemfleet,Chemfleet
K Onset,SMALL CLEAN TNKR (Chemical / Product),636022087,9359595,Chemfleet,TSHIPS LTD,DNV,Samho Tongyoung,Chemfleet,Chemfleet
K P P 03,SMALL CLEAN TNKR,567039400,8613437,SSOT Group,NGAMKAMPROM S,,Higaki Zosen Koura,SSOT Group,SSOT Group
K R A,SMALL DIRTY TNKR (Asphalt),626229000,9459319,KRA Shipping Inc,KRA SHIPPING INC,CCS,Zhejiang Fangyuan,KRA Shipping Inc,Cmaster Shipping Management
Ka On,SMALL CLEAN TNKR (Bunkering),477997157,1061283,Undisclosed,COLUMBIA 108,CCS,Jiangmen Suihang Ship Engineering,Undisclosed,Undisclosed
Kaaiman,SMALL CLEAN TNKR (Inland),211590200,8783488,Unknown German,STEPHANUS MEEUWISSE,LRS,Maas Waterhuizen Shipyard,Unknown German,Unknown German
Kaapstad,SMALL CLEAN TNKR (Inland),205370590,9313606,Soliq Trans,SOLIQTRANS NV,LRS,Ceske Lodenice,Naval Inland Navigation,Soliq Trans
Kaderi,VLCC,,7390076,Undisclosed,,ABS,Bethlehem Steel,Undisclosed,Undisclosed
Kadriye Ana,SMALL CLEAN TNKR (Chemical / Product),271040291,9449235,Colakli Denizcilik Sanayi Tic,COLAKLI DENIZCILIK SANAYI TIC,withdrawn from TL,Selay,Colakli Denizcilik Sanayi Tic,Colakli Denizcilik Sanayi Tic
Kaei Maru No 23,SMALL CLEAN TNKR,431200685,9058098,Kaei Shokai KK,KAEI SHOKAI KK,Other,Suzuki,Kaei Shokai KK,Kaei Shokai KK
Kahayan,SMALL CLEAN TNKR,525016151,9051337,Pelumin,PELUMIN,BKI,Inggom Shipyard,Pelumin,Pelumin
Kahla,VLCC,403510000,9386952,Bahri,BAHRI,LRS,Hyundai Samho Heavy Ind,Bahri Oil Transportation,Bahri Ship Management
Kai,SMALL CLEAN TNKR,677060600,8687531,Al Rafedain Marine Services,KAI SHIPPING INC,,UR Dry Dock,Al Rafedain Marine Services,Al Rafedain Marine Services
Kai Ei Maru 15,SMALL CLEAN TNKR (Bunkering),563021100,9812353,Hai Soon Ship Management,HAI SOON MARINE SERVICES PTE,NKK,Pacific Ocean Engineering,Hai Soon Ship Management,Hai Soon Ship Management
Kai Ei Maru 8,SMALL CLEAN TNKR (Bunkering),563021200,9812365,Hai Soon Ship Management,HAI ZHI MARINE SERVICES,NKK,Pacific Ocean Engineering,Hai Soon Ship Management,Hai Soon Ship Management
Kai Feng 16,SMALL CLEAN TNKR (Chemical / Product),413400720,1066219,Unknown Chinese,ZHOUSHAN KAIFENG SHIPPING CO,,Luomen,Unknown Chinese,Unknown Chinese
Kai Fu,AFRAMAX TNKR,352005201,9281009,Pertmarine Shipping,KAIFU SHIPPING LTD,BV,Daewoo,Pertmarine Shipping,Pertmarine Shipping
Kai Rui 1,SMALL CLEAN TNKR,412356110,8582391,Jiangsu Financial Leasing,JIANGSU FINANCIAL LEASING CO,,Unknown Yard,Jiangsu Financial Leasing,Jiangsu Financial Leasing
Kai Shun You 11,SMALL CLEAN TNKR,413613470,1109504,China Government,ZHEJIANG KAISHUN SHIPPING CO,,Unknown Yard,China Government,China Government
Kai Shun You 55,SMALL CLEAN TNKR,413546850,1059254,China Government,ZHEJIANG KAISHUN SHIPPING CO,,Unknown Yard,China Government,China Government
Kai Shun You 57,SMALL CLEAN TNKR,412431920,1019527,Unknown Chinese,PROJECT CONSULTING & MNG SAL,,Unknown Yard,Unknown Chinese,Unknown Chinese
Kai Shun You 9,SMALL CLEAN TNKR,413397240,9994591,China Government,ZHEJIANG KAISHUN SHIPPING CO,,Daishan Zhakou Shipyard,China Government,China Government
Kai Tak,SMALL CLEAN TNKR (Bunkering),477995985,9840166,Wing Wah Oil,WING WAH OIL SHIP CO,withdrawn from CCS,Nansha Xinghua,Wing Wah Oil,Wing Wah Oil
Kai Yang You 6,SMALL CLEAN TNKR,413506890,1060021,Haishun Ship Management,FANGCHENGGANG HONGRUN SHPG CO,Other,Zhejiang Zhenxing Shipbuilds and Repair Co,Haishun Ship Management,Haishun Ship Management
Kaifan,MR2 TNKR (Chemical / Product),447173000,9656046,KOTC,KUWAIT OIL TANKER CO SAK,NKK,Hyundai Mipo,Kuwait Petroleum Corporation,KOTC
Kaihatsu Maru,SMALL CLEAN TNKR,312241000,9116498,Glory Progress Investment,GLORY PROGRESS INVESTMENT,withdrawn from DNV GL,SML,Glory Progress Investment,Glory Progress Investment
Kaiko Maru,SMALL CLEAN TNKR,431012507,9844162,Kowa Kaiun KK,KOWA KAIUN KK,Other,Taiyo Shipbuilding,Kowa Kaiun KK,Kowa Kaiun KK
Kaimon Galaxy,25 STAINLESS STEEL,538004480,9552472,MOL Chemical Tankers Pte,MOL CHEMICAL TANKERS PTE LTD,NKK,Shin Kurushima,MOL Chemical Tankers Pte,Unix Line
Kaimon Maru,AFRAMAX TNKR,432892000,9648776,ENEOS Ocean,ENEOS OCEAN CORP,NKK,IHI,ENEOS Ocean,ENEOS Ocean
Kairei,SMALL CLEAN TNKR (Chemical / Product),431000639,9459747,Japan Railway Construction,JAPAN RAILWAY/SETOUCHI CHUO,NKK,Nakatani,Uyeno Unyu Shokai,Setouchi Chuo Kisen Co Ltd
Kairyu,SMALL CLEAN TNKR,431001061,9552599,Fuji Kaiun,JAPAN RAILWAY/FUJI KAIUN KK,NKK,Miura Zosensho,Uyeno Unyu Shokai,Fuji Kaiun
Kaisar,SMALL CLEAN TNKR (Bunkering),525024264,9749219,Bahtera Nusantara,BAHTERA NUSANTARA INTL,BKI,Barokah Galangan Perkasa PT,Bahtera Nusantara,Bahtera Nusantara
Kaisei Maru,SMALL CHEMICAL TNKR,431001117,9560431,Niihama Kaiun,JAPAN RAILWAY/SUMIKA/NIIHAMA,NKK,Maehata Zosen,Tabuchi Kaiun,YK Shunyo
